0.00.538.273 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.538.280 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.538.282 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.538.284 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.538.285 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.538.289 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.538.290 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.538.292 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.538.293 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.538.294 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.538.296 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.538.298 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.538.300 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.538.301 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.538.305 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.03.420.728 I 
0.03.420.803 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.03.425.106 I hellaswag_score : loaded 10042 tasks from prompt.
0.03.425.109 I ================================= is_spm = 0
0.03.425.110 I hellaswag_score : selecting 10042 randomized tasks.
0.06.084.609 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
489	83.64008180%	[80.1015%, 86.6542%]
490	83.67346939%	[80.1412%, 86.6819%]
491	83.50305499%	[79.9625%, 86.5234%]
492	83.53658537%	[80.0023%, 86.5513%]
493	83.56997972%	[80.0419%, 86.5790%]
494	83.60323887%	[80.0813%, 86.6066%]
495	83.63636364%	[80.1206%, 86.6341%]
496	83.46774194%	[79.9438%, 86.4772%]
497	83.29979879%	[79.7679%, 86.3208%]
498	83.33333333%	[79.8076%, 86.3488%]
499	83.36673347%	[79.8471%, 86.3765%]
500	83.40000000%	[79.8865%, 86.4042%]
501	83.43313373%	[79.9257%, 86.4318%]
502	83.46613546%	[79.9647%, 86.4592%]
503	83.49900596%	[80.0036%, 86.4866%]
504	83.53174603%	[80.0424%, 86.5138%]
505	83.56435644%	[80.0810%, 86.5410%]
506	83.59683794%	[80.1194%, 86.5680%]
507	83.62919132%	[80.1577%, 86.5949%]
508	83.66141732%	[80.1959%, 86.6217%]
509	83.49705305%	[80.0236%, 86.4686%]
510	83.33333333%	[79.8522%, 86.3161%]
511	83.36594912%	[79.8907%, 86.3433%]
512	83.39843750%	[79.9291%, 86.3704%]
513	83.43079922%	[79.9673%, 86.3973%]
514	83.26848249%	[79.7974%, 86.2460%]
515	83.30097087%	[79.8357%, 86.2731%]
516	83.13953488%	[79.6669%, 86.1224%]
517	83.17214700%	[79.7053%, 86.1497%]
518	83.20463320%	[79.7435%, 86.1769%]
519	83.23699422%	[79.7817%, 86.2039%]
520	83.26923077%	[79.8197%, 86.2309%]
521	83.30134357%	[79.8575%, 86.2577%]
522	83.33333333%	[79.8952%, 86.2844%]
523	83.36520076%	[79.9328%, 86.3111%]
524	83.20610687%	[79.7663%, 86.1626%]
525	83.23809524%	[79.8040%, 86.1893%]
526	83.26996198%	[79.8415%, 86.2160%]
527	83.30170778%	[79.8789%, 86.2426%]
528	83.33333333%	[79.9161%, 86.2690%]
529	83.36483932%	[79.9532%, 86.2954%]
530	83.39622642%	[79.9902%, 86.3216%]
531	83.42749529%	[80.0270%, 86.3478%]
532	83.45864662%	[80.0637%, 86.3739%]
533	83.48968105%	[80.1003%, 86.3998%]
534	83.52059925%	[80.1367%, 86.4257%]
535	83.55140187%	[80.1730%, 86.4514%]
536	83.58208955%	[80.2091%, 86.4771%]
537	83.61266294%	[80.2452%, 86.5027%]
538	83.64312268%	[80.2811%, 86.5281%]
539	83.67346939%	[80.3168%, 86.5535%]
540	83.51851852%	[80.1546%, 86.4089%]
541	83.54898336%	[80.1905%, 86.4344%]
542	83.57933579%	[80.2262%, 86.4598%]
543	83.60957643%	[80.2618%, 86.4852%]
544	83.63970588%	[80.2973%, 86.5104%]
545	83.66972477%	[80.3326%, 86.5355%]
546	83.69963370%	[80.3678%, 86.5605%]
547	83.72943327%	[80.4029%, 86.5855%]
548	83.75912409%	[80.4379%, 86.6103%]
549	83.78870674%	[80.4728%, 86.6351%]
550	83.81818182%	[80.5075%, 86.6597%]
551	83.66606171%	[80.3482%, 86.5178%]
552	83.69565217%	[80.3830%, 86.5426%]
553	83.72513562%	[80.4177%, 86.5673%]
554	83.75451264%	[80.4523%, 86.5919%]
555	83.78378378%	[80.4867%, 86.6164%]
556	83.63309353%	[80.3289%, 86.4757%]
557	83.66247756%	[80.3635%, 86.5003%]
558	83.69175627%	[80.3979%, 86.5249%]
559	83.72093023%	[80.4322%, 86.5494%]
560	83.75000000%	[80.4664%, 86.5737%]
561	83.77896613%	[80.5004%, 86.5980%]
562	83.80782918%	[80.5344%, 86.6222%]
563	83.83658970%	[80.5682%, 86.6463%]
564	83.86524823%	[80.6019%, 86.6704%]
565	83.89380531%	[80.6355%, 86.6943%]
566	83.92226148%	[80.6690%, 86.7182%]
567	83.95061728%	[80.7023%, 86.7419%]
568	83.97887324%	[80.7356%, 86.7656%]
569	83.83128295%	[80.5810%, 86.6278%]
570	83.68421053%	[80.4270%, 86.4904%]
571	83.71278459%	[80.4606%, 86.5144%]
572	83.74125874%	[80.4940%, 86.5383%]
573	83.76963351%	[80.5273%, 86.5622%]
574	83.79790941%	[80.5605%, 86.5859%]
575	83.82608696%	[80.5936%, 86.6096%]
576	83.85416667%	[80.6266%, 86.6332%]
577	83.88214905%	[80.6594%, 86.6567%]
578	83.91003460%	[80.6922%, 86.6801%]
579	83.93782383%	[80.7248%, 86.7035%]
580	83.96551724%	[80.7573%, 86.7267%]
581	83.99311532%	[80.7898%, 86.7499%]
582	84.02061856%	[80.8221%, 86.7730%]
583	84.04802744%	[80.8543%, 86.7960%]
584	84.07534247%	[80.8864%, 86.8190%]
585	84.10256410%	[80.9184%, 86.8418%]
586	84.12969283%	[80.9502%, 86.8646%]
587	83.98637138%	[80.8001%, 86.7307%]
588	84.01360544%	[80.8321%, 86.7536%]
589	84.04074703%	[80.8639%, 86.7764%]
590	84.06779661%	[80.8957%, 86.7992%]
591	84.09475465%	[80.9273%, 86.8218%]
592	84.12162162%	[80.9589%, 86.8444%]
593	84.14839798%	[80.9903%, 86.8669%]
594	84.17508418%	[81.0216%, 86.8893%]
595	84.20168067%	[81.0529%, 86.9117%]
596	84.22818792%	[81.0840%, 86.9340%]
597	84.25460637%	[81.1150%, 86.9562%]
598	84.28093645%	[81.1460%, 86.9783%]
599	84.30717863%	[81.1768%, 87.0003%]
600	84.33333333%	[81.2075%, 87.0223%]
601	84.35940100%	[81.2381%, 87.0442%]
602	84.38538206%	[81.2687%, 87.0660%]
603	84.41127695%	[81.2991%, 87.0878%]
604	84.43708609%	[81.3294%, 87.1095%]
605	84.29752066%	[81.1831%, 86.9791%]
606	84.32343234%	[81.2135%, 87.0009%]
607	84.18451400%	[81.0679%, 86.8711%]
608	84.21052632%	[81.0984%, 86.8930%]
609	84.23645320%	[81.1288%, 86.9149%]
610	84.26229508%	[81.1591%, 86.9366%]
611	84.28805237%	[81.1894%, 86.9583%]
612	84.31372549%	[81.2195%, 86.9799%]
613	84.33931485%	[81.2495%, 87.0014%]
614	84.36482085%	[81.2794%, 87.0229%]
615	84.39024390%	[81.3092%, 87.0443%]
616	84.41558442%	[81.3390%, 87.0656%]
617	84.44084279%	[81.3686%, 87.0869%]
618	84.46601942%	[81.3981%, 87.1081%]
619	84.32956381%	[81.2551%, 86.9806%]
620	84.35483871%	[81.2847%, 87.0019%]
621	84.38003221%	[81.3143%, 87.0231%]
622	84.40514469%	[81.3437%, 87.0442%]
623	84.43017657%	[81.3730%, 87.0653%]
624	84.45512821%	[81.4023%, 87.0863%]
625	84.48000000%	[81.4315%, 87.1073%]
626	84.34504792%	[81.2900%, 86.9811%]
627	84.37001595%	[81.3193%, 87.0022%]
628	84.39490446%	[81.3484%, 87.0232%]
629	84.41971383%	[81.3775%, 87.0441%]
630	84.44444444%	[81.4064%, 87.0649%]
631	84.46909667%	[81.4353%, 87.0857%]
632	84.49367089%	[81.4641%, 87.1064%]
633	84.51816746%	[81.4928%, 87.1271%]
634	84.54258675%	[81.5214%, 87.1477%]
635	84.56692913%	[81.5500%, 87.1682%]
636	84.59119497%	[81.5784%, 87.1886%]
637	84.45839874%	[81.4392%, 87.0645%]
638	84.48275862%	[81.4677%, 87.0850%]
639	84.50704225%	[81.4961%, 87.1055%]
640	84.53125000%	[81.5245%, 87.1260%]
641	84.55538222%	[81.5527%, 87.1463%]
642	84.57943925%	[81.5809%, 87.1666%]
643	84.60342146%	[81.6090%, 87.1868%]
644	84.62732919%	[81.6370%, 87.2070%]
645	84.65116279%	[81.6649%, 87.2271%]
646	84.52012384%	[81.5275%, 87.1046%]
647	84.54404946%	[81.5555%, 87.1248%]
648	84.56790123%	[81.5834%, 87.1449%]
649	84.59167951%	[81.6113%, 87.1650%]
650	84.61538462%	[81.6390%, 87.1850%]
651	84.63901690%	[81.6667%, 87.2050%]
652	84.66257669%	[81.6942%, 87.2249%]
653	84.68606432%	[81.7217%, 87.2447%]
654	84.55657492%	[81.5860%, 87.1236%]
655	84.58015267%	[81.6136%, 87.1435%]
656	84.60365854%	[81.6410%, 87.1634%]
657	84.47488584%	[81.5061%, 87.0428%]
658	84.49848024%	[81.5337%, 87.0628%]
659	84.52200303%	[81.5612%, 87.0827%]
660	84.54545455%	[81.5886%, 87.1025%]
661	84.41754917%	[81.4546%, 86.9828%]
662	84.44108761%	[81.4821%, 87.0027%]
663	84.31372549%	[81.3488%, 86.8834%]
664	84.18674699%	[81.2159%, 86.7643%]
665	84.06015038%	[81.0835%, 86.6455%]
666	83.93393393%	[80.9516%, 86.5270%]
667	83.95802099%	[80.9796%, 86.5475%]
668	83.98203593%	[81.0075%, 86.5679%]
669	84.00597907%	[81.0354%, 86.5883%]
670	84.02985075%	[81.0631%, 86.6086%]
671	84.05365127%	[81.0908%, 86.6288%]
672	83.92857143%	[80.9601%, 86.5113%]
673	83.95245171%	[80.9879%, 86.5317%]
674	83.97626113%	[81.0155%, 86.5519%]
675	84.00000000%	[81.0431%, 86.5721%]
676	83.87573964%	[80.9133%, 86.4554%]
677	83.89955687%	[80.9409%, 86.4756%]
678	83.77581121%	[80.8117%, 86.3593%]
679	83.79970545%	[80.8395%, 86.3797%]
680	83.67647059%	[80.7108%, 86.2637%]
681	83.70044053%	[80.7386%, 86.2842%]
682	83.72434018%	[80.7663%, 86.3046%]
683	83.74816984%	[80.7939%, 86.3249%]
684	83.62573099%	[80.6662%, 86.2097%]
685	83.64963504%	[80.6939%, 86.2301%]
686	83.67346939%	[80.7215%, 86.2504%]
687	83.69723435%	[80.7490%, 86.2707%]
688	83.72093023%	[80.7764%, 86.2910%]
689	83.59941945%	[80.6497%, 86.1766%]
690	83.62318841%	[80.6772%, 86.1969%]
691	83.64688857%	[80.7046%, 86.2171%]
692	83.52601156%	[80.5786%, 86.1033%]
693	83.54978355%	[80.6061%, 86.1236%]
694	83.57348703%	[80.6335%, 86.1439%]
695	83.59712230%	[80.6608%, 86.1641%]
696	83.62068966%	[80.6880%, 86.1843%]
697	83.64418938%	[80.7152%, 86.2044%]
698	83.66762178%	[80.7423%, 86.2244%]
699	83.54792561%	[80.6175%, 86.1116%]
700	83.42857143%	[80.4931%, 85.9991%]
701	83.45221113%	[80.5204%, 86.0194%]
702	83.47578348%	[80.5476%, 86.0395%]
703	83.49928876%	[80.5748%, 86.0597%]
704	83.52272727%	[80.6018%, 86.0798%]
705	83.40425532%	[80.4784%, 85.9680%]
706	83.28611898%	[80.3554%, 85.8566%]
707	83.30975955%	[80.3826%, 85.8769%]
708	83.33333333%	[80.4098%, 85.8971%]
709	83.35684062%	[80.4369%, 85.9172%]
710	83.23943662%	[80.3147%, 85.8064%]
711	83.26300985%	[80.3418%, 85.8267%]
712	83.28651685%	[80.3689%, 85.8469%]
713	83.30995792%	[80.3959%, 85.8670%]
714	83.33333333%	[80.4229%, 85.8870%]
715	83.21678322%	[80.3016%, 85.7770%]
716	83.24022346%	[80.3285%, 85.7971%]
717	83.26359833%	[80.3554%, 85.8172%]
718	83.28690808%	[80.3823%, 85.8372%]
719	83.31015299%	[80.4090%, 85.8572%]
720	83.33333333%	[80.4357%, 85.8771%]
721	83.21775312%	[80.3155%, 85.7680%]
722	83.24099723%	[80.3422%, 85.7880%]
723	83.26417704%	[80.3689%, 85.8079%]
724	83.28729282%	[80.3955%, 85.8278%]
725	83.31034483%	[80.4220%, 85.8476%]
726	83.33333333%	[80.4484%, 85.8673%]
727	83.35625860%	[80.4748%, 85.8870%]
728	83.37912088%	[80.5011%, 85.9067%]
729	83.40192044%	[80.5274%, 85.9263%]
730	83.28767123%	[80.4085%, 85.8184%]
731	83.31053352%	[80.4348%, 85.8380%]
732	83.19672131%	[80.3164%, 85.7305%]
733	83.21964529%	[80.3427%, 85.7502%]
734	83.24250681%	[80.3690%, 85.7699%]
735	83.26530612%	[80.3952%, 85.7895%]
736	83.28804348%	[80.4213%, 85.8091%]
737	83.31071913%	[80.4474%, 85.8286%]
738	83.19783198%	[80.3299%, 85.7219%]
739	83.08525034%	[80.2129%, 85.6154%]
740	83.10810811%	[80.2391%, 85.6351%]
741	83.13090418%	[80.2653%, 85.6548%]
742	83.15363881%	[80.2914%, 85.6744%]
743	83.17631225%	[80.3174%, 85.6939%]
744	83.19892473%	[80.3434%, 85.7134%]
745	83.22147651%	[80.3693%, 85.7329%]
746	83.24396783%	[80.3951%, 85.7522%]
747	83.26639893%	[80.4208%, 85.7716%]
748	83.28877005%	[80.4465%, 85.7909%]
749	83.31108144%	[80.4721%, 85.8101%]
750	83.33333333%	[80.4977%, 85.8293%]
751	83.35552597%	[80.5232%, 85.8484%]
752	83.37765957%	[80.5486%, 85.8675%]
753	83.39973440%	[80.5739%, 85.8865%]
754	83.42175066%	[80.5992%, 85.9054%]
755	83.31125828%	[80.4843%, 85.8010%]
756	83.33333333%	[80.5096%, 85.8200%]
757	83.35535007%	[80.5349%, 85.8390%]
758	83.37730871%	[80.5601%, 85.8579%]
759	83.39920949%	[80.5852%, 85.8768%]
760	83.42105263%	[80.6103%, 85.8956%]
761	83.44283837%	[80.6353%, 85.9144%]
762	83.46456693%	[80.6603%, 85.9332%]
763	83.35517693%	[80.5465%, 85.8297%]
764	83.37696335%	[80.5715%, 85.8485%]
765	83.39869281%	[80.5964%, 85.8673%]
766	83.28981723%	[80.4831%, 85.7643%]
767	83.31160365%	[80.5081%, 85.7831%]
768	83.20312500%	[80.3953%, 85.6804%]
769	83.09492848%	[80.2829%, 85.5779%]
770	83.11688312%	[80.3080%, 85.5969%]
771	83.13878080%	[80.3331%, 85.6159%]
772	83.16062176%	[80.3581%, 85.6347%]
773	83.18240621%	[80.3831%, 85.6536%]
774	83.20413437%	[80.4079%, 85.6724%]
775	83.22580645%	[80.4328%, 85.6911%]
776	83.24742268%	[80.4575%, 85.7098%]
777	83.26898327%	[80.4822%, 85.7284%]
778	83.29048843%	[80.5068%, 85.7470%]
779	83.31193838%	[80.5314%, 85.7656%]
780	83.33333333%	[80.5559%, 85.7840%]
781	83.35467350%	[80.5803%, 85.8025%]
782	83.37595908%	[80.6047%, 85.8209%]
783	83.26947637%	[80.4940%, 85.7201%]
784	83.16326531%	[80.3837%, 85.6195%]
785	83.18471338%	[80.4082%, 85.6380%]
786	83.20610687%	[80.4327%, 85.6565%]
787	83.22744600%	[80.4571%, 85.6750%]
788	83.24873096%	[80.4814%, 85.6934%]
789	83.14321926%	[80.3718%, 85.5935%]
790	83.16455696%	[80.3962%, 85.6119%]
791	83.05941846%	[80.2870%, 85.5123%]
792	83.08080808%	[80.3114%, 85.5308%]
793	83.10214376%	[80.3358%, 85.5493%]
794	83.12342569%	[80.3601%, 85.5678%]
795	83.14465409%	[80.3844%, 85.5862%]
796	83.04020101%	[80.2759%, 85.4871%]
797	83.06148055%	[80.3002%, 85.5056%]
798	83.08270677%	[80.3245%, 85.5240%]
799	83.10387985%	[80.3486%, 85.5423%]
800	83.12500000%	[80.3728%, 85.5606%]
801	83.14606742%	[80.3968%, 85.5789%]
802	83.16708229%	[80.4208%, 85.5971%]
803	83.18804483%	[80.4448%, 85.6153%]
804	83.20895522%	[80.4686%, 85.6334%]
805	83.22981366%	[80.4925%, 85.6515%]
806	83.25062035%	[80.5162%, 85.6696%]
807	83.14745973%	[80.4091%, 85.5717%]
808	83.16831683%	[80.4329%, 85.5898%]
809	83.18912237%	[80.4567%, 85.6079%]
810	83.20987654%	[80.4804%, 85.6259%]
811	83.23057953%	[80.5040%, 85.6438%]
812	83.25123153%	[80.5276%, 85.6618%]
813	83.14883149%	[80.4212%, 85.5646%]
814	83.16953317%	[80.4449%, 85.5826%]
815	83.19018405%	[80.4684%, 85.6005%]
816	83.21078431%	[80.4919%, 85.6184%]
817	83.10893513%	[80.3862%, 85.5218%]
818	83.12958435%	[80.4097%, 85.5397%]
819	83.15018315%	[80.4332%, 85.5576%]
820	83.17073171%	[80.4567%, 85.5755%]
821	83.19123021%	[80.4800%, 85.5933%]
822	83.21167883%	[80.5034%, 85.6110%]
823	83.23207776%	[80.5266%, 85.6287%]
824	83.25242718%	[80.5498%, 85.6464%]
825	83.27272727%	[80.5730%, 85.6640%]
826	83.29297821%	[80.5961%, 85.6816%]
827	83.31318017%	[80.6192%, 85.6991%]
828	83.33333333%	[80.6422%, 85.7166%]
829	83.35343788%	[80.6651%, 85.7341%]
830	83.37349398%	[80.6880%, 85.7515%]
831	83.39350181%	[80.7108%, 85.7689%]
832	83.41346154%	[80.7336%, 85.7862%]
833	83.31332533%	[80.6296%, 85.6912%]
834	83.33333333%	[80.6524%, 85.7086%]
835	83.35329341%	[80.6752%, 85.7259%]
836	83.37320574%	[80.6979%, 85.7432%]
837	83.39307049%	[80.7205%, 85.7605%]
838	83.41288783%	[80.7431%, 85.7777%]
839	83.43265793%	[80.7657%, 85.7949%]
840	83.45238095%	[80.7882%, 85.8120%]
841	83.47205707%	[80.8106%, 85.8291%]
842	83.49168646%	[80.8330%, 85.8461%]
843	83.39264531%	[80.7301%, 85.7522%]
844	83.41232227%	[80.7526%, 85.7693%]
845	83.31360947%	[80.6501%, 85.6756%]
846	83.33333333%	[80.6725%, 85.6928%]
847	83.35301063%	[80.6949%, 85.7099%]
848	83.25471698%	[80.5929%, 85.6166%]
849	83.27444052%	[80.6154%, 85.6338%]
850	83.29411765%	[80.6378%, 85.6509%]
851	83.31374853%	[80.6601%, 85.6680%]
852	83.33333333%	[80.6824%, 85.6850%]
853	83.23563892%	[80.5810%, 85.5923%]
854	83.25526932%	[80.6034%, 85.6093%]
855	83.15789474%	[80.5023%, 85.5169%]
856	83.06074766%	[80.4015%, 85.4246%]
857	83.08051342%	[80.4240%, 85.4418%]
858	83.10023310%	[80.4464%, 85.4590%]
859	83.00349243%	[80.3461%, 85.3670%]
860	83.02325581%	[80.3685%, 85.3843%]
861	83.04297329%	[80.3909%, 85.4015%]
862	83.06264501%	[80.4133%, 85.4186%]
863	83.08227115%	[80.4356%, 85.4357%]
864	82.98611111%	[80.3359%, 85.3443%]
865	83.00578035%	[80.3582%, 85.3615%]
866	83.02540416%	[80.3805%, 85.3786%]
867	83.04498270%	[80.4027%, 85.3957%]
868	83.06451613%	[80.4249%, 85.4127%]
869	83.08400460%	[80.4471%, 85.4297%]
870	83.10344828%	[80.4692%, 85.4467%]
871	83.12284730%	[80.4912%, 85.4636%]
872	83.14220183%	[80.5132%, 85.4805%]
873	83.04696449%	[80.4144%, 85.3900%]
874	83.06636156%	[80.4364%, 85.4069%]
875	83.08571429%	[80.4584%, 85.4238%]
876	83.10502283%	[80.4803%, 85.4406%]
877	83.12428734%	[80.5022%, 85.4574%]
878	83.14350797%	[80.5240%, 85.4742%]
879	83.16268487%	[80.5458%, 85.4910%]
880	83.18181818%	[80.5675%, 85.5077%]
881	83.08740068%	[80.4696%, 85.4179%]
882	83.10657596%	[80.4914%, 85.4346%]
883	83.12570781%	[80.5131%, 85.4513%]
884	83.14479638%	[80.5348%, 85.4680%]
885	83.16384181%	[80.5564%, 85.4846%]
886	83.18284424%	[80.5780%, 85.5012%]
887	83.20180383%	[80.5995%, 85.5178%]
888	83.10810811%	[80.5023%, 85.4287%]
889	83.12710911%	[80.5239%, 85.4453%]
890	83.14606742%	[80.5454%, 85.4618%]
891	83.16498316%	[80.5669%, 85.4784%]
892	83.18385650%	[80.5883%, 85.4948%]
893	83.20268757%	[80.6097%, 85.5113%]
894	83.22147651%	[80.6310%, 85.5277%]
895	83.24022346%	[80.6522%, 85.5441%]
896	83.25892857%	[80.6735%, 85.5604%]
897	83.27759197%	[80.6947%, 85.5767%]
898	83.18485523%	[80.5985%, 85.4885%]
899	83.20355951%	[80.6197%, 85.5049%]
900	83.22222222%	[80.6409%, 85.5212%]
901	83.24084351%	[80.6620%, 85.5374%]
902	83.25942350%	[80.6831%, 85.5537%]
903	83.27796235%	[80.7041%, 85.5699%]
904	83.29646018%	[80.7251%, 85.5860%]
905	83.31491713%	[80.7460%, 85.6022%]
906	83.33333333%	[80.7669%, 85.6183%]
907	83.35170893%	[80.7878%, 85.6343%]
908	83.37004405%	[80.8086%, 85.6503%]
909	83.27832783%	[80.7135%, 85.5631%]
910	83.29670330%	[80.7343%, 85.5792%]
911	83.31503842%	[80.7551%, 85.5952%]
912	83.33333333%	[80.7758%, 85.6112%]
913	83.35158817%	[80.7965%, 85.6272%]
914	83.36980306%	[80.8172%, 85.6431%]
915	83.38797814%	[80.8378%, 85.6590%]
916	83.40611354%	[80.8584%, 85.6748%]
917	83.31515812%	[80.7640%, 85.5883%]
918	83.33333333%	[80.7847%, 85.6042%]
919	83.35146899%	[80.8052%, 85.6201%]
920	83.36956522%	[80.8257%, 85.6359%]
921	83.38762215%	[80.8462%, 85.6517%]
922	83.40563991%	[80.8666%, 85.6674%]
923	83.42361863%	[80.8870%, 85.6832%]
924	83.44155844%	[80.9074%, 85.6988%]
925	83.45945946%	[80.9277%, 85.7145%]
926	83.47732181%	[80.9479%, 85.7301%]
927	83.49514563%	[80.9681%, 85.7457%]
928	83.51293103%	[80.9883%, 85.7612%]
929	83.53067815%	[81.0084%, 85.7768%]
930	83.44086022%	[80.9153%, 85.6913%]
931	83.45864662%	[80.9354%, 85.7069%]
932	83.36909871%	[80.8425%, 85.6217%]
933	83.38692390%	[80.8627%, 85.6373%]
934	83.40471092%	[80.8829%, 85.6529%]
935	83.31550802%	[80.7904%, 85.5680%]
936	83.33333333%	[80.8106%, 85.5836%]
937	83.35112060%	[80.8307%, 85.5992%]
938	83.36886994%	[80.8508%, 85.6147%]
939	83.28008520%	[80.7588%, 85.5302%]
940	83.29787234%	[80.7789%, 85.5458%]
941	83.31562168%	[80.7990%, 85.5613%]
942	83.33333333%	[80.8190%, 85.5769%]
943	83.35100742%	[80.8391%, 85.5923%]
944	83.36864407%	[80.8590%, 85.6078%]
945	83.38624339%	[80.8789%, 85.6232%]
946	83.40380550%	[80.8988%, 85.6386%]
947	83.42133052%	[80.9187%, 85.6539%]
948	83.43881857%	[80.9385%, 85.6693%]
949	83.35089568%	[80.8473%, 85.5856%]
950	83.36842105%	[80.8671%, 85.6009%]
951	83.38590957%	[80.8869%, 85.6163%]
952	83.40336134%	[80.9067%, 85.6315%]
953	83.42077650%	[80.9264%, 85.6468%]
954	83.43815514%	[80.9461%, 85.6620%]
955	83.35078534%	[80.8555%, 85.5789%]
956	83.36820084%	[80.8752%, 85.5941%]
957	83.38557994%	[80.8948%, 85.6094%]
958	83.29853862%	[80.8046%, 85.5265%]
959	83.31595412%	[80.8243%, 85.5418%]
960	83.33333333%	[80.8440%, 85.5570%]
961	83.35067638%	[80.8636%, 85.5722%]
962	83.36798337%	[80.8831%, 85.5874%]
963	83.38525441%	[80.9027%, 85.6025%]
964	83.29875519%	[80.8130%, 85.5202%]
965	83.21243523%	[80.7236%, 85.4379%]
966	83.22981366%	[80.7432%, 85.4532%]
967	83.24715615%	[80.7628%, 85.4684%]
968	83.16115702%	[80.6737%, 85.3864%]
969	83.17853457%	[80.6934%, 85.4017%]
970	83.19587629%	[80.7129%, 85.4169%]
971	83.21318229%	[80.7325%, 85.4321%]
972	83.23045267%	[80.7520%, 85.4473%]
973	83.24768756%	[80.7714%, 85.4624%]
974	83.26488706%	[80.7909%, 85.4775%]
975	83.28205128%	[80.8102%, 85.4926%]
976	83.29918033%	[80.8296%, 85.5077%]
977	83.31627431%	[80.8489%, 85.5227%]
978	83.33333333%	[80.8682%, 85.5377%]
979	83.35035751%	[80.8874%, 85.5526%]
980	83.26530612%	[80.7993%, 85.4716%]
981	83.28236493%	[80.8185%, 85.4865%]
982	83.29938900%	[80.8378%, 85.5015%]
983	83.31637843%	[80.8569%, 85.5164%]
984	83.33333333%	[80.8761%, 85.5313%]
985	83.35025381%	[80.8952%, 85.5462%]
986	83.26572008%	[80.8076%, 85.4656%]
987	83.28267477%	[80.8268%, 85.4805%]
988	83.29959514%	[80.8458%, 85.4954%]
989	83.31648129%	[80.8649%, 85.5102%]
990	83.33333333%	[80.8839%, 85.5251%]
991	83.24924319%	[80.7968%, 85.4449%]
992	83.26612903%	[80.8159%, 85.4597%]
993	83.18227593%	[80.7290%, 85.3798%]
994	83.19919517%	[80.7481%, 85.3947%]
995	83.21608040%	[80.7672%, 85.4095%]
996	83.13253012%	[80.6806%, 85.3298%]
997	83.14944835%	[80.6997%, 85.3447%]
998	83.16633267%	[80.7187%, 85.3596%]
999	83.18318318%	[80.7377%, 85.3744%]
1000	83.20000000%	[80.7567%, 85.3892%]
1001	83.21678322%	[80.7756%, 85.4040%]
1002	83.13373253%	[80.6896%, 85.3247%]
1003	83.15054835%	[80.7086%, 85.3396%]
1004	83.16733068%	[80.7275%, 85.3543%]
1005	83.18407960%	[80.7464%, 85.3691%]
1006	83.20079523%	[80.7652%, 85.3838%]
1007	83.21747766%	[80.7840%, 85.3985%]
1008	83.13492063%	[80.6985%, 85.3197%]
1009	83.15163528%	[80.7174%, 85.3344%]
1010	83.16831683%	[80.7362%, 85.3491%]
1011	83.18496538%	[80.7549%, 85.3638%]
1012	83.20158103%	[80.7736%, 85.3784%]
1013	83.21816387%	[80.7923%, 85.3930%]
1014	83.23471400%	[80.8109%, 85.4076%]
1015	83.25123153%	[80.8296%, 85.4222%]
1016	83.26771654%	[80.8481%, 85.4367%]
1017	83.28416912%	[80.8667%, 85.4512%]
1018	83.30058939%	[80.8852%, 85.4656%]
1019	83.31697743%	[80.9036%, 85.4801%]
1020	83.33333333%	[80.9221%, 85.4945%]
1021	83.25171401%	[80.8375%, 85.4166%]
1022	83.17025440%	[80.7532%, 85.3389%]
